community,size,mean_pair_cosine,mean_cosine_silhouette,negative_silhouette_fraction,representatives,boundary_words,deterministic_sample,all_members
12,10,0.5721271107716329,0.2610997431612417,0.1,共计 总共 总计 共 一共 合计 共有 累计 约 折合,约 折合 累计 共有 一共 合计 总共 总计,共有 共 约 总共 总计 合计 折合 共计 一共 累计,共计 总共 总计 共 一共 合计 共有 累计 约 折合
13,11,0.5166340690719927,0.13874785735524323,0.09090909090909091,屡次 频频 多次 一再 接连 再次 再度 屡 接二连三 三番五次 频繁,接连 三番五次 频繁 再次 再度 接二连三 屡 频频,屡 频繁 三番五次 再度 再次 多次 接二连三 频频 屡次 接连 一再,屡次 频频 多次 一再 接连 再次 再度 屡 接二连三 三番五次 频繁
14,8,0.5091188808263757,0.07650193057382276,0.25,统统 全都 通通 全部 一律 所有 一切 一概,全部 全都 一概 一律 所有 一切 通通 统统,通通 所有 统统 全都 全部 一概 一切 一律,统统 全都 通通 全部 一律 所有 一切 一概
15,7,0.5101874296219853,0.18711261585284394,0.0,一瞬间 一刹那 时刻 瞬间 关头 千钧一发 时候,时候 关头 千钧一发 瞬间 时刻 一瞬间 一刹那,一瞬间 时候 时刻 关头 瞬间 千钧一发 一刹那,一瞬间 一刹那 时刻 瞬间 关头 千钧一发 时候
16,19,0.485592390643414,0.013093565015307665,0.3684210526315789,睡 躺 睡着 蹲 睡觉 坐 一动不动 打盹儿 瘫 坐下 趴 呆,瘫 站立 哭 卧 动弹 跪 挨着 一动不动,卧 呆 哭 坐 睡 瘫 睡着 酣睡 一动不动 睡觉 站立 跪,睡 躺 睡着 蹲 睡觉 坐 一动不动 打盹儿 瘫 坐下 趴 呆 哭 酣睡 站立 卧 跪 动弹 挨着
17,4,0.4067674294070425,-0.0251416753017489,0.75,一半 半 过半 一部分,一部分 过半 半 一半,半 一部分 过半 一半,一半 半 过半 一部分
18,17,0.44977452206309093,-0.006667878027152936,0.47058823529411764,银行卡 取款 存折 支票 信用卡 挂失 汇款 一卡通 账单 付款 取款机 磁卡,账单 缴费 支票 身份证 卡片 支付 存折 付款,取款 卡 挂失 缴费 一卡通 取款机 信用卡 付款 汇款 卡片 存折 支付,银行卡 取款 存折 支票 信用卡 挂失 汇款 一卡通 账单 付款 取款机 磁卡 身份证 卡片 卡 支付 缴费
19,3,0.4430542156466986,0.043002252820338344,0.3333333333333333,口 开口 一口气,一口气 开口 口,口 开口 一口气,口 开口 一口气
20,10,0.4744446611975099,-0.013321954901771576,0.5,一句话 句 俗话 话 实话 俗语 名言 废话 心里话 话语,实话 俗话 心里话 名言 俗语 话语 废话 话,心里话 句 名言 俗话 俗语 废话 话 话语 一句话 实话,一句话 句 俗话 话 实话 俗语 名言 废话 心里话 话语
21,7,0.48495385959518245,0.12828605131955784,0.2857142857142857,联手 携手 共同 联合 一同 一起 牵头,一起 牵头 一同 联合 共同 携手 联手,牵头 联手 一起 共同 联合 携手 一同,联手 携手 共同 联合 一同 一起 牵头
22,8,0.5506057007140156,0.15431325812130192,0.125,一向 向来 历来 一贯 一直 始终 长期以来 多年来,一贯 多年来 始终 一直 历来 长期以来 向来 一向,始终 历来 一贯 多年来 长期以来 向来 一直 一向,一向 向来 历来 一贯 一直 始终 长期以来 多年来
23,5,0.48546237691298677,0.06490456374766765,0.4,过分 过度 盲目 一味 过头,过头 一味 盲目 过度 过分,盲目 过度 过头 过分 一味,过分 过度 盲目 一味 过头
24,3,0.37671149427989253,-0.07412264852907847,0.6666666666666666,块 一块儿 个,个 一块儿 块,块 个 一块儿,块 一块儿 个
25,11,0.469055160574894,0.029496877073082087,0.45454545454545453,不行 不得了 够呛 不像话 要命 受不了 厉害 一塌糊涂 够 没辙 得,一塌糊涂 厉害 够 得 没辙 受不了 要命 不行,不像话 不得了 厉害 够 得 够呛 没辙 受不了 不行 要命 一塌糊涂,不行 不得了 够呛 不像话 要命 受不了 厉害 一塌糊涂 够 没辙 得
26,24,0.46815044169581765,0.012855765459421709,0.3333333333333333,哆嗦 发愣 摇头 咧嘴 通红 冷笑 发抖 一言不发 一声不吭 惨白 笑 眉开眼笑,僵 微笑 目不转睛 目瞪口呆 点头 摇头 前仰后合 睁,红扑扑 一声不吭 僵 一言不发 前仰后合 笑 睁 皱 咧嘴 愣 眉开眼笑 微笑,哆嗦 发愣 摇头 咧嘴 通红 冷笑 发抖 一言不发 一声不吭 惨白 笑 眉开眼笑 目瞪口呆 颤抖 愣 点头 睁 红扑扑 目不转睛 面红耳赤 前仰后合 皱 微笑 僵
27,39,0.4998582018224922,0.03712669002227929,0.38461538461538464,晚上 早上 早晨 中午 傍晚 下午 夜里 清晨 上午 凌晨 一早 深夜,夜班 醒来 午睡 昨天 从早到晚 前天 星期日 放学,昨天 早晨 起床 下午 凌晨 一大早 晚饭 晚间 上午 晚 次日 星期日,晚上 早上 早晨 中午 傍晚 下午 夜里 清晨 上午 凌晨 一早 深夜 半夜 一大早 晚饭 夜晚 白天 早饭 起床 午饭 下班 当晚 星期天 晚 前天 昨天 夜间 黄昏 明天 次日 晚间 午睡 醒来 当天 今天 放学 星期日 从早到晚 夜班
28,9,0.4735911845251625,0.08645617499133487,0.4444444444444444,整天 成天 一天到晚 一年到头 日复一日 没完没了 不停 动不动 常年,不停 常年 动不动 日复一日 没完没了 一年到头 一天到晚 成天,动不动 不停 一天到晚 一年到头 日复一日 成天 常年 整天 没完没了,整天 成天 一天到晚 一年到头 日复一日 没完没了 不停 动不动 常年
29,3,0.4126135341200614,-0.03171021933772878,0.6666666666666666,一头 头 匹,匹 头 一头,匹 头 一头,一头 头 匹
30,1,,0.0,0.0,一如既往,一如既往,一如既往,一如既往
31,4,0.3676763792600218,-0.013450045398253823,0.75,程度 高度 一定 幅度,一定 幅度 高度 程度,程度 幅度 高度 一定,程度 高度 一定 幅度
32,91,0.5068663074972871,0.03201409737054108,0.45054945054945056,姑姑 舅舅 奶奶 爸爸 姐姐 爸 爷爷 妹妹 姥姥 妈妈 嫂子 母亲,姐 妹 老家 大哥 一家人 同学 他 亲人,爱人 太太 胖子 哥哥 老太太 她 妈 妹 姐 姨 娘 弟,姑姑 舅舅 奶奶 爸爸 姐姐 爸 爷爷 妹妹 姥姥 妈妈 嫂子 母亲 哥哥 父亲 姥爷 爹 妈 弟弟 儿子 闺女 外婆 媳妇 女儿 老婆 伯母 叔叔 大姐 伯父 外公 孙女 祖母 岳母 父母 丈夫 阿姨 岳父 老公 妻子 大哥 老太太 伯伯 大爷 继父 老伴儿 孙子 太太 姐 娘 孩子 亲戚 她 长辈 姨 继母 女婿 家人 老头儿 男朋友 爱人 女朋友 师父 小孩儿 老人家 妹 弟 姑娘 祖父 老汉 大妈 邻居 丫头 老乡 两口子 他 我 亲生 大人 亲人 老人 老师 家里 儿女 师傅 老家 同学 小伙子 寡妇 一家人 老王 小时候 胖子
33,10,0.408286060503471,-0.020803218515675265,0.5,一路平安 一路顺风 祝 保佑 心想事成 保重 晚安 再见 一帆风顺 一路,一路 祝 保佑 一帆风顺 再见 晚安 心想事成 保重,一帆风顺 保重 一路 再见 祝 晚安 一路平安 保佑 一路顺风 心想事成,一路平安 一路顺风 祝 保佑 心想事成 保重 晚安 再见 一帆风顺 一路
34,6,0.4620740071978272,0.08712806893645657,0.0,区域 地区 沿线 地段 地域 一带,地域 沿线 一带 地区 地段 区域,区域 地区 地域 地段 沿线 一带,区域 地区 沿线 地段 地域 一带
35,2,0.4526370090925458,0.07376024082834706,0.0,面目全非 一干二净,一干二净 面目全非,面目全非 一干二净,面目全非 一干二净
36,5,0.500585137052968,0.12783103372993793,0.0,一应俱全 齐全 应有尽有 设施 配套,设施 配套 齐全 应有尽有 一应俱全,齐全 配套 一应俱全 应有尽有 设施,一应俱全 齐全 应有尽有 设施 配套
37,4,0.5125549409825932,0.1494206959134405,0.5,曾经 曾 一度 早年,一度 早年 曾经 曾,曾 曾经 早年 一度,曾经 曾 一度 早年
38,8,0.4644355872258191,-0.017482759574538178,0.625,一心一意 诚心诚意 全心全意 真心 用心 一心 痴心 诚意,诚意 一心一意 痴心 用心 一心 真心 全心全意 诚心诚意,诚意 真心 用心 痴心 诚心诚意 一心一意 全心全意 一心,一心一意 诚心诚意 全心全意 真心 用心 一心 痴心 诚意
39,4,0.46261198262017844,0.01639384604936931,0.5,僵化 一成不变 教条 单一,教条 单一 僵化 一成不变,僵化 一成不变 教条 单一,僵化 一成不变 教条 单一
40,4,0.5033756158315125,0.14218602128390592,0.0,两手 手 一手 握,一手 握 手 两手,手 握 两手 一手,两手 手 一手 握
41,6,0.45087758938406,0.034692661061465783,0.3333333333333333,本领 本事 一技之长 技能 能力 出息,能力 出息 技能 一技之长 本事 本领,技能 本事 一技之长 能力 出息 本领,本领 本事 一技之长 技能 能力 出息
42,3,0.47511450345359546,0.11214697675794223,0.0,领导 同志 一把手,同志 一把手 领导,同志 一把手 领导,领导 同志 一把手
43,4,0.4327005087930272,0.07297633570134306,0.5,一系列 一连串 若干 一揽子,一揽子 若干 一连串 一系列,若干 一连串 一系列 一揽子,一系列 一连串 若干 一揽子
44,9,0.4973679962361537,0.04323667563737943,0.5555555555555556,不仅仅 不仅 不光 恰恰 仅仅 一方面 既 尤其 不止,恰恰 尤其 一方面 既 仅仅 不止 不仅 不光,不仅 尤其 不光 不止 既 恰恰 仅仅 不仅仅 一方面,不仅仅 不仅 不光 恰恰 仅仅 一方面 既 尤其 不止
45,42,0.4862755401436635,0.006187031111034157,0.42857142857142855,旁边 后边 前边 外边 那边 里边 后面 前面 下边 那儿 上边 左边,上面 远处 一旁 右边 左边 上边 边 跟前,门口 旁边 跟前 旁 左边 北边 那儿 楼上 楼下 上面 那里 上边,旁边 后边 前边 外边 那边 里边 后面 前面 下边 那儿 上边 左边 右边 底下 东边 外面 对面 西边 南边 外头 旁 这边 里面 北边 上面 远处 楼下 门口 那里 里头 两边 这儿 下面 楼上 里 一旁 跟前 隔壁 中间 边 老远 两侧
46,19,0.5234695084518708,0.068145370581064,0.2631578947368421,如果 假如 即使 倘若 即便 只要 就算 假使 除非 哪怕 若 一旦,无论 不管 如果说 要么 当 每当 一旦 既然,如果 倘若 无论 当 如果说 不管 哪怕 每当 就算 除非 即使 即便,如果 假如 即使 倘若 即便 只要 就算 假使 除非 哪怕 若 一旦 如果说 既然 不管 当 无论 每当 要么
47,3,0.48653873561181754,0.09214419809841556,0.3333333333333333,暂时 暂 一时,暂 一时 暂时,暂时 暂 一时,暂时 暂 一时
48,4,0.49733429642230914,0.15299659134319094,0.25,转眼 一晃 眼看 眨眼,眨眼 眼看 一晃 转眼,眼看 转眼 眨眼 一晃,转眼 一晃 眼看 眨眼
49,9,0.5532778812566905,0.2129120785438473,0.0,如同 好似 犹如 像 似的 仿佛 一样 如一 酷似,一样 酷似 仿佛 如一 似的 像 如同 好似,似的 像 酷似 好似 犹如 一样 仿佛 如一 如同,如同 好似 犹如 像 似的 仿佛 一样 如一 酷似
50,4,0.463650739368582,0.10390047097683819,0.0,一概而论 见仁见智 因人而异 定论,定论 因人而异 见仁见智 一概而论,一概而论 因人而异 定论 见仁见智,一概而论 见仁见智 因人而异 定论
51,13,0.5002032357398166,0.09627411400141973,0.3076923076923077,相同 相似 截然不同 不同 有所不同 一模一样 大同小异 类似 与众不同 雷同 不同寻常 差不多,差不多 雷同 不相上下 不同寻常 类似 一模一样 与众不同 有所不同,不同寻常 不同 一模一样 大同小异 雷同 有所不同 相同 类似 相似 与众不同 截然不同 差不多,相同 相似 截然不同 不同 有所不同 一模一样 大同小异 类似 与众不同 雷同 不同寻常 差不多 不相上下
52,1,,0.0,0.0,一次性,一次性,一次性,一次性
53,1,,0.0,0.0,一毛不拔,一毛不拔,一毛不拔,一毛不拔
54,7,0.4778198272332153,0.09628680540173841,0.14285714285714285,顶级 顶尖 世界级 一流 重量级 精英 高手,高手 精英 重量级 一流 世界级 顶级 顶尖,顶级 顶尖 精英 重量级 世界级 高手 一流,顶级 顶尖 世界级 一流 重量级 精英 高手
55,5,0.4523994532091429,0.0450670263543332,0.4,离谱儿 人缘儿 玩意儿 一点儿 有两下子,一点儿 有两下子 玩意儿 人缘儿 离谱儿,离谱儿 有两下子 一点儿 人缘儿 玩意儿,离谱儿 人缘儿 玩意儿 一点儿 有两下子
56,4,0.632852571145719,0.3625375613442423,0.0,终生 一生 一辈子 终身,一生 一辈子 终身 终生,一辈子 终身 一生 终生,终生 一生 一辈子 终身
57,2,0.552211614295748,0.29360056672664847,0.0,番 一番,一番 番,番 一番,番 一番
58,1,,0.0,0.0,一目了然,一目了然,一目了然,一目了然
59,13,0.4820373053729786,0.05870959389255851,0.3076923076923077,瞅 扭头 瞧 一眼 打量 回头 偷看 抬头 看 东张西望 左顾右盼 只见,偷看 只见 指着 回头 左顾右盼 瞧 看 打量,瞧 瞅 看 打量 偷看 回头 只见 左顾右盼 东张西望 扭头 指着 一眼,瞅 扭头 瞧 一眼 打量 回头 偷看 抬头 看 东张西望 左顾右盼 只见 指着
60,8,0.49534599110125715,0.07780666830817867,0.25,发愁 犯愁 伤脑筋 头疼 操心 提心吊胆 一筹莫展 麻烦,麻烦 一筹莫展 操心 提心吊胆 发愁 头疼 犯愁 伤脑筋,操心 犯愁 发愁 一筹莫展 提心吊胆 麻烦 头疼 伤脑筋,发愁 犯愁 伤脑筋 头疼 操心 提心吊胆 一筹莫展 麻烦
61,2,0.46856166197880555,0.07403188704900646,0.0,一线 线,一线 线,线 一线,一线 线
62,1,,0.0,0.0,一经,一经,一经,一经
63,2,0.48138320855023276,0.13150020602932527,0.0,共识 一致,一致 共识,一致 共识,共识 一致
64,15,0.5119549147656872,0.09820461620868803,0.3333333333333333,大多 大多数 多数 绝大多数 大都 大部分 多半 通常 基本上 往往 一般 半数,有的 基本上 半数 普遍 几乎 往往 通常 大部分,通常 一般 往往 几乎 有的 大多 多数 绝大多数 基本上 多半 大都 大多数,大多 大多数 多数 绝大多数 大都 大部分 多半 通常 基本上 往往 一般 半数 普遍 几乎 有的
65,38,0.47670066296954383,-0.0113071909106072,0.5,换言之 事实上 总而言之 总之 也就是说 然而 此外 除此之外 当然 况且 由此看来 由此可见,相反 说实话 据悉 看来 另一方面 除此之外 所以 不过,看来 按说 总之 据悉 这就是说 说实话 就是说 相比之下 然而 总而言之 也就是说 况且,换言之 事实上 总而言之 总之 也就是说 然而 此外 除此之外 当然 况且 由此看来 由此可见 这就是说 其次 不过 另外 相比之下 因此 总的来说 说实话 与此同时 据悉 另一方面 实际上 其实 这样一来 相对而言 综上所述 按理说 就是说 说白了 一般来说 众所周知 所以 看来 相反 至此 按说
66,3,0.40183304391639757,0.037220599520328745,0.3333333333333333,代表团 代表 一行,一行 代表 代表团,一行 代表团 代表,代表团 代表 一行
67,9,0.5188680291989267,0.13173578247085457,0.1111111111111111,路途 旅途 途中 旅程 路上 路程 一路上 行程 沿途,途中 行程 沿途 路程 路上 一路上 旅途 旅程,旅途 沿途 旅程 一路上 行程 路途 路上 路程 途中,路途 旅途 途中 旅程 路上 路程 一路上 行程 沿途
68,2,0.6593817612682116,0.42659489921489074,0.0,一面 一边,一边 一面,一面 一边,一面 一边
69,3,0.5263196538094815,0.24573485444254084,0.0,一连 连续 连,连续 连 一连,一连 连续 连,一连 连续 连
70,1,,0.0,0.0,一道,一道,一道,一道
71,1,,0.0,0.0,一锅粥,一锅粥,一锅粥,一锅粥
72,1,,0.0,0.0,一长一短,一长一短,一长一短,一长一短
73,21,0.48064410953329423,0.029550658708233542,0.38095238095238093,响声 声音 响起 清脆 声 悦耳 刺耳 响 听见 笑声 电铃 铃声,铃声 门铃 笑声 音响 电铃 听见 呜咽 喇叭,响亮 响声 一阵 响 声 喇叭 门铃 洪亮 声音 音响 悦耳 传来,响声 声音 响起 清脆 声 悦耳 刺耳 响 听见 笑声 电铃 铃声 口哨 洪亮 响亮 呜咽 传来 喇叭 门铃 音响 一阵
74,4,0.5034826878960504,0.08880893944112504,0.25,振作 士气 振奋 一鼓作气,一鼓作气 振奋 士气 振作,一鼓作气 振作 振奋 士气,振作 士气 振奋 一鼓作气
75,5,0.47611458159196857,0.0309402797381484,0.4,异口同声 不约而同 争先恐后 一齐 兴高采烈,一齐 兴高采烈 争先恐后 不约而同 异口同声,一齐 争先恐后 兴高采烈 不约而同 异口同声,异口同声 不约而同 争先恐后 一齐 兴高采烈
76,5,0.43978951891123436,0.031953372301373587,0.2,王 姜 丁 罗 小王,罗 小王 丁 姜 王,姜 丁 罗 王 小王,王 姜 丁 罗 小王
77,13,0.6073419193396995,0.37964805370462334,0.0,四 五 六 七 三 八 九 十 二 第二 两 几,几 两 十 第 第二 二 九 七,第二 六 八 几 十 四 二 五 九 两 七 三,四 五 六 七 三 八 九 十 二 第二 两 几 第
78,27,0.4658047272847897,-0.021854101064539114,0.5185185185185185,吵嘴 打岔 唠叨 小声 插嘴 嬉笑 絮叨 吵架 聊天儿 说话 大声 嚷,发脾气 亲热 客气 吵架 吵 闹着玩儿 聊天儿 交头接耳,插嘴 吵 嚷 自言自语 有口无心 唠叨 吵架 嬉笑 吵嘴 胡闹 絮叨 七嘴八舌,吵嘴 打岔 唠叨 小声 插嘴 嬉笑 絮叨 吵架 聊天儿 说话 大声 嚷 胡闹 闹着玩儿 吵 发脾气 说闲话 自言自语 客气 开玩笑 亲热 交头接耳 招呼 七嘴八舌 打招呼 有口无心 半真半假
79,7,0.48292318557245717,0.15237002786744935,0.0,千 万 百 数 亿 余 千万,亿 千万 余 数 万 百 千,千 亿 万 余 百 数 千万,千 万 百 数 亿 余 千万
80,3,0.5831833617344685,0.2592406486855143,0.0,没想到 想不到 万万,万万 想不到 没想到,想不到 没想到 万万,没想到 想不到 万万
81,1,,0.0,0.0,万分,万分,万分,万分
82,5,0.4741899797292968,0.10655331857014323,0.2,友谊 友好 建交 万古长青 交往,交往 建交 万古长青 友谊 友好,建交 交往 友好 万古长青 友谊,友谊 友好 建交 万古长青 交往
83,1,,0.0,0.0,万无一失,万无一失,万无一失,万无一失
84,2,0.5551343701508054,0.28351011081680333,0.0,万能 全能,全能 万能,全能 万能,万能 全能
85,90,0.46624418853533983,-0.011138685113406682,0.5,米饭 卤味 饺子 薯条 烤肉 香肠 豆腐 饼 包子 好吃 芝士 海鲜,豆制品 香味 醋 香油 碗 快餐 脆 酱油,烧烤 汤圆 烤鸭 烤肉 巧克力 吃 嚼 饼干 面粉 方便面 碗 粥,米饭 卤味 饺子 薯条 烤肉 香肠 豆腐 饼 包子 好吃 芝士 海鲜 馅儿 饼干 点心 粥 薯片 酸奶 美味 豆浆 火锅 可口 酱 面条儿 小吃 果酱 面包 吃 汤圆 佐料 肉 馒头 酥 菜 烤 饭 寿司 橙汁 果汁 调料 汁 烤鸭 鲜美 麻辣 罐头 口感 牛奶 煮 巧克力 主食 炖 火腿 中餐 甜 涮 烧烤 西餐 奶茶 零食 月饼 风味 三明治 碗 酱油 醋 香油 豆制品 口味 食物 早餐 晚餐 辣 美食 冰棍儿 粽子 蛋糕 盒饭 热腾腾 汤 方便面 烹调 快餐 香味 午餐 嚼 品尝 脆 糖果 香 面粉
86,4,0.47621954643212483,0.11133846198413064,0.0,三维 平面 立体 图形,图形 平面 立体 三维,图形 立体 平面 三维,三维 平面 立体 图形
87,2,0.47352598055554385,0.1652003529681218,0.0,角 三角,角 三角,三角 角,角 三角
88,2,0.46211139437338566,0.1409274849060157,0.0,上头 上,上头 上,上 上头,上头 上
89,1,,0.0,0.0,上下,上下,上下,上下
90,15,0.52405417695968,0.1636547189719708,0.2,月初 月底 月份 中旬 下旬 上旬 年初 年底 上个月 去年 月 下个月,上周 底 下个月 今年 去年 年底 上个月 年初,底 年底 年初 上周 月 月底 月初 月份 上旬 中旬 上个月 去年,月初 月底 月份 中旬 下旬 上旬 年初 年底 上个月 去年 月 下个月 今年 上周 底
91,20,0.4991365265281787,0.06339319888383435,0.35,出任 就任 担任 任 兼任 任命 现任 任职 职务 辞去 聘任 连任,上任 兼 提名 聘任 接替 辞去 职务 连任,兼 任 任职 兼任 上任 当选 连任 现任 就任 任命 提名 辞去,出任 就任 担任 任 兼任 任命 现任 任职 职务 辞去 聘任 连任 就职 任期 接替 当选 上任 前任 提名 兼
92,17,0.5077485180401708,0.10529493502548398,0.23529411764705882,上涨 攀升 上升 下跌 回升 飙升 回落 下降 涨 跌 反弹 升高,跌 升温 反弹 跳水 涨 升高 高涨 增长,升 上升 涨 升温 上涨 升高 反弹 回落 跌 回升 增长 高涨,上涨 攀升 上升 下跌 回升 飙升 回落 下降 涨 跌 反弹 升高 高涨 增长 升 升温 跳水
93,15,0.5008829295954962,0.04042808307646266,0.2,过来 回来 回去 进去 出来 进来 下来 上去 出去 上来 下去 起来,完了 出来 出去 上去 回来 去 上来 来,下去 去 进去 上去 来 完了 进来 上来 回去 出去 回来 出来,过来 回来 回去 进去 出来 进来 下来 上去 出去 上来 下去 起来 完了 去 来
94,1,,0.0,0.0,上台,上台,上台,上台
95,4,0.5287897628485,0.20361219477852865,0.25,上级 下级 上司 下属,下属 上司 上级 下级,下属 上司 上级 下级,上级 下级 上司 下属
96,5,0.5106142881650848,0.09228067932397373,0.2,上场 出场 全场 开场 在场,在场 上场 开场 全场 出场,开场 上场 全场 出场 在场,上场 出场 全场 开场 在场
97,39,0.4590604587056929,-0.06753186822398619,0.717948717948718,大学 高中 就读 入学 毕业 研究生 初中 学校 转学 本科 学业 学期,硕士 本科 学院 课程 学生 小学 中学 年级,补习 研究生 选修 课程 入学 开学 上学 年级 进修 升学 本科 中学,大学 高中 就读 入学 毕业 研究生 初中 学校 转学 本科 学业 学期 中学 小学 学费 年级 毕业生 学年 念书 退学 学生 补习 上学 硕士 学位 升学 选修 进修 求学 课程 攻读 奖学金 开学 文凭 师范 学分 学院 留学 函授
98,2,0.5220829736023729,0.11667156239507796,0.0,岗位 上岗,岗位 上岗,岗位 上岗,岗位 上岗
99,1,,0.0,0.0,上市,上市,上市,上市
100,2,0.4658491847849672,0.10669327498840461,0.0,真理 上帝,上帝 真理,真理 上帝,真理 上帝
101,4,0.4812763133047088,0.05737948966134871,0.25,受骗 受害 受害人 上当,受害人 上当 受害 受骗,上当 受害人 受骗 受害,受骗 受害 受害人 上当
102,14,0.4629405026890905,-0.029976871537953996,0.6428571428571429,申请 审批 提交 审核 申报 审查 受理 上报 办理 递交 批准 登记,登记 审核 审查 上报 填写 递交 批准 公示,办理 登记 审查 审批 审核 上报 递交 提交 批准 受理 填写 公示,申请 审批 提交 审核 申报 审查 受理 上报 办理 递交 批准 登记 公示 填写
103,5,0.5239291317214608,0.14656861920955372,0.2,阻力 压力 压制 支撑 上方,上方 压制 支撑 压力 阻力,上方 压力 压制 支撑 阻力,阻力 压力 压制 支撑 上方
104,35,0.47631366989791163,-0.006105434967694126,0.5142857142857142,电影 电视剧 剧 话剧 导演 影片 喜剧 剧本 编剧 主演 演员 戏剧,演戏 动画 剧组 科幻 动画片 戏曲 上映 放映,演戏 演技 电视剧 剧 电影 戏 演 连续剧 上映 小说 剧团 剧场,电影 电视剧 剧 话剧 导演 影片 喜剧 剧本 编剧 主演 演员 戏剧 戏 剧目 动画片 演出 片子 出演 剧情 纪录片 连续剧 演 动画 短片 配音 演技 小说 演戏 剧场 上映 剧组 戏曲 剧团 放映 科幻
105,3,0.5354044043702277,0.2436441246398098,0.0,本期 上期 下期,下期 上期 本期,上期 本期 下期,本期 上期 下期
106,13,0.4690770204395305,0.012373912238300257,0.46153846153846156,下楼 下车 上楼 回家 走开 出门 告辞 下山 骑车 转身 停下 顺路,骑车 下山 掉头 停下 告辞 顺路 上楼 转身,下山 转身 停下 顺路 掉头 上楼 出门 告辞 回家 下车 走开 下楼,下楼 下车 上楼 回家 走开 出门 告辞 下山 骑车 转身 停下 顺路 掉头
107,4,0.4722776957844314,0.10320014446061461,0.25,上次 下次 次 此次,次 此次 下次 上次,次 上次 此次 下次,上次 下次 次 此次
108,4,0.4450366617594377,0.024179069254281742,0.25,流 溢 涌 上流,上流 溢 涌 流,溢 流 涌 上流,流 溢 涌 上流
109,2,0.7840290298431234,0.6505378353691489,0.0,上游 下游,下游 上游,上游 下游,上游 下游
110,4,0.5546388021171903,0.2529220954901433,0.0,再现 重现 上演 演绎,重现 演绎 再现 上演,重现 再现 上演 演绎,再现 重现 上演 演绎
111,3,0.4471521690100677,0.04444410323457127,0.0,熄火 点火 上火,上火 熄火 点火,熄火 上火 点火,熄火 点火 上火
112,11,0.4698583338535631,0.018221390020510115,0.5454545454545454,休假 休养 请假 出差 休息 探亲 疗养 生病 探望 上班 开会,休息 上班 生病 开会 请假 探望 探亲 疗养,探亲 探望 开会 请假 上班 生病 出差 休假 休养 休息 疗养,休假 休养 请假 出差 休息 探亲 疗养 生病 探望 上班 开会
113,5,0.47421312928064613,0.08999161890938004,0.2,白领 单身 上班族 蓝领 独身,独身 蓝领 上班族 单身 白领,单身 独身 上班族 蓝领 白领,白领 单身 上班族 蓝领 独身
