token,community,best_cluster_match_fraction
下功夫,122,1.0
下午,24,1.0
下去,87,1.0
下台,123,0.75
下场,91,0.25
下坠,124,0.0
下属,89,1.0
下山,101,0.75
下岗,125,1.0
下意识,126,0.5
下手,127,0.0
下旬,84,1.0
下期,100,1.0
下来,87,1.0
下棋,128,0.75
下楼,101,1.0
下次,102,0.25
下海,129,1.0
下游,104,1.0
下班,24,1.0
下级,89,1.0
下落,130,0.5
下课,131,1.0
下调,114,0.75
下跌,86,1.0
下车,101,0.5
下载,132,0.75
下边,42,1.0
下降,86,1.0
下雨,133,0.5
下雪,133,0.5
下面,42,1.0
不,134,0.25
不一会儿,135,0.0
不一定,134,0.5
不为人知,136,1.0
不久,135,1.0
不了了之,137,0.5
不予,138,1.0
不亚于,139,1.0
不亦乐乎,140,1.0
不仅,41,0.75
不仅仅,41,1.0
不以为然,141,0.25
不但,142,0.75
不便,143,1.0
不值,144,0.5
不假思索,145,0.75
不停,146,0.5
不像话,23,0.5
不光,41,1.0
不免,147,0.0
不再,148,0.25
不准,149,1.0
不利,150,1.0
不利于,150,0.0
不可思议,151,0.75
不可避免,152,0.0
不同,47,1.0
不同寻常,47,1.0
不在乎,153,1.0
不堪,154,0.0
不够,155,1.0
不大,156,1.0
不好意思,157,0.5
不如,139,1.0
不如说,158,1.0
不妨,159,1.0
不安,160,1.0
不定,161,0.0
不宜,162,1.0
不容,163,1.0
不对,164,0.25
不少,8,0.5
不屑,160,1.0
不已,165,0.5
不平,166,1.0
不幸,167,1.0
不得不,168,1.0
不得了,23,1.0
不得已,168,1.0
不得而知,169,0.5
不必,162,1.0
不怎么,155,1.0
不怎么样,164,1.0
不惜,168,1.0
不慎,167,0.75
不懈,170,1.0
不成,171,0.75
不敢当,172,1.0
不料,74,0.25
不断,13,0.25
不时,173,1.0
不易,174,1.0
不景气,175,1.0
不曾,176,1.0
不服,177,0.75
不服气,160,1.0
不止,41,1.0
不正之风,178,0.25
不满,166,1.0
不然,179,0.25
不理,141,0.5
不用,162,1.0
不用说,134,1.0
不由得,147,0.0
不由自主,147,0.5
不相上下,47,0.75
不知,180,1.0
不知不觉,147,0.75
不禁,147,0.0
不算,134,1.0
不管,43,0.75
不约而同,72,0.75
不经意,147,0.75
不翼而飞,181,1.0
不耐烦,160,1.0
不耻下问,182,1.0
不肯,183,0.75
不能不,147,0.25
不至于,184,0.75
不良,185,0.75
不行,157,0.25
不要,162,1.0
不要紧,186,1.0
不见,181,0.5
不见得,134,1.0
不解,160,1.0
不许,149,1.0
不论,43,0.25
不起眼,187,0.75
不足,188,1.0
不辞而别,181,0.75
不过,179,0.5
不适,189,0.75
不通,190,1.0
不错,185,1.0
不难,174,1.0
不顾,191,1.0
与,192,1.0
与众不同,47,1.0
与其,192,1.0
与否,193,1.0
与日俱增,194,1.0
与时俱进,195,1.0
与此同时,59,1.0
丑,196,0.5
丑恶,197,1.0
丑闻,198,1.0
丑陋,197,1.0
专业,199,1.0
专人,200,0.5
专利,201,1.0
专制,202,1.0
专卖店,203,1.0
专家,204,0.75
专心,35,0.25
专柜,203,0.75
专栏,205,1.0
专注,206,0.5
专用,207,1.0
专程,208,1.0
专职,200,1.0
专著,209,1.0
专辑,210,1.0
专长,211,0.75
专门,200,0.5
专题,205,1.0
且,212,0.75
世代,9,0.25
世故,213,0.25
世界,214,1.0
世界杯,215,1.0
世界级,50,1.0
世纪,216,1.0
世袭,217,0.75
丘陵,218,1.0
丙,219,1.0
业,220,1.0
业余,199,1.0
业务,220,1.0
业绩,221,1.0
丛林,218,0.5
东,222,1.0
东北,222,1.0
东南,222,1.0
东奔西走,223,0.5
东张西望,224,0.5
东方,225,1.0
东西,226,0.5
东边,42,1.0
东道主,227,1.0
东部,222,1.0
丝,228,1.0
丝毫,229,0.5
丝绸,230,0.75
丢,231,1.0
丢人,232,0.25
丢失,233,0.75
丢弃,231,0.5
丢掉,231,0.5
丢脸,232,0.5
两,1,1.0
两侧,42,1.0
两口子,29,1.0
两岸,234,1.0
两手,37,1.0
两栖,235,1.0
两边,42,1.0
严,236,1.0
严厉,236,0.75
严密,236,0.5
严峻,237,1.0
严格,236,1.0
严禁,149,1.0
严肃,236,0.5
严谨,238,0.0
严重,239,0.75
丧失,233,0.5
丧生,240,0.5
个,241,0.75
个人,242,1.0
个体,242,1.0
个儿,243,1.0
个别,244,0.25
个头儿,243,1.0
个子,243,1.0
个性,211,0.5
个案,244,1.0
丫头,29,1.0
中,245,1.0
中介,246,1.0
中医,247,0.75
中午,24,1.0
中华,248,0.0
中华民族,249,1.0
中国,248,0.75
中国画,250,1.0
中型,251,1.0
中外,252,1.0
中央,253,1.0
中奖,254,0.75
中学,92,0.75
中学生,255,1.0
中小学,255,0.0
中年,256,1.0
中庸,257,1.0
中心,258,1.0
中性,259,1.0
中文,260,1.0
中断,261,1.0
中旬,84,1.0
中期,262,0.75
中止,261,1.0
中毒,263,1.0
中秋节,264,1.0
中立,265,0.75
中等,266,1.0
中级,267,1.0
中药,268,0.75
中途,61,0.0
中部,222,1.0
中间,42,1.0
中餐,269,0.0
丰厚,270,1.0
丰富,271,1.0
丰富多彩,271,1.0
丰收,272,0.0
丰满,273,1.0
丰盛,271,1.0
丰硕,274,1.0
串,275,0.0
串门,128,0.5
临,276,1.0
临床,247,0.75
临时,277,1.0
临街,278,1.0
临近,279,0.75
丸,280,1.0
为,281,1.0
为主,282,0.5
为了,281,1.0
为人,283,0.25
为什么,180,1.0
为何,284,1.0
为期,285,1.0
为止,286,1.0
为此,287,1.0
为难,160,1.0
主,288,1.0
主义,202,0.25
主人,289,0.0
主人公,290,1.0
主任,291,1.0
主体,292,1.0
主力,293,1.0
主办,294,1.0
主动,295,1.0
主妇,296,1.0
主宰,297,0.25
主导,298,0.5
主席,299,0.5
主张,300,0.5
主意,301,0.25
主持,302,1.0
主持人,302,1.0
主权,303,0.25
主流,304,1.0
主演,99,1.0
主管,299,1.0
主编,305,1.0
主要,306,1.0
主观,307,0.75
主角,290,1.0
主页,132,1.0
主题,308,0.75
主题歌,210,1.0
主食,79,1.0
举,309,1.0
举一反三,310,1.0
举世无双,311,0.5
举世瞩目,312,0.0
举世闻名,313,1.0
举例,158,0.75
举办,294,1.0
举动,6,1.0
举手,309,0.75
举报,314,1.0
举措,315,1.0
举止,6,0.5
举行,316,0.75
举重,317,1.0
乃,318,0.75
乃至,184,1.0
久,319,1.0
久仰,172,1.0
久违,320,1.0
义务,321,1.0
义工,322,0.25
之,318,1.0
之一,323,1.0
之下,118,1.0
之中,245,1.0
之内,324,0.75
之前,325,0.5
之后,325,0.0
之外,326,1.0
之所以,284,1.0
之类,327,1.0
之间,328,1.0
乌云,329,1.0
乐,330,1.0
乐器,210,1.0
乐园,331,0.5
乐意,183,1.0
乐曲,210,1.0
乐观,332,0.75
乐趣,333,0.0
乐队,210,1.0
乒乓球,317,1.0
乔装,334,1.0
乖,335,0.75
乖巧,213,0.75
乘,336,1.0
乘人之危,337,0.75
乘坐,336,0.0
乘客,338,0.0
乘车,336,0.0
乙,219,1.0
九,1,1.0
乞丐,339,0.75
乞求,340,0.25
乞讨,339,1.0
也,142,0.75
也好,327,0.25
也就是说,59,1.0
也许,179,0.75
习俗,341,1.0
习惯,342,0.5
乡,343,1.0
乡下,119,0.25
乡亲,344,0.75
乡村,345,0.5
书,209,1.0
书写,346,1.0
书包,111,1.0
书店,203,1.0
书房,347,0.75
书架,347,1.0
书柜,347,1.0
书桌,347,1.0
书橱,347,1.0
书法,250,1.0
书籍,209,1.0
书记,291,1.0
书面,348,0.0
买,349,0.5
买不起,349,1.0
买卖,350,1.0
乱,351,0.75
乱七八糟,352,0.5
乳制品,353,0.25
了,354,1.0
了不起,355,0.0
了却,356,0.5
了结,357,1.0
了解,358,0.5
予以,138,1.0
争,359,1.0
争先恐后,72,0.75
争光,360,1.0
争分夺秒,361,0.5
争取,359,0.75
争吵,362,1.0
争夺,363,0.5
争执,362,1.0
争气,360,1.0
争端,362,1.0
争议,362,1.0
争论,362,1.0
事,364,1.0
事业,365,1.0
事件,198,1.0
事先,366,1.0
事务,367,0.5
事务所,368,0.75
事后,369,1.0
事宜,367,1.0
事实,370,1.0
事实上,59,1.0
事态,198,0.75
事情,364,1.0
事故,371,0.25
事物,226,1.0
事迹,372,1.0
事项,367,1.0
二,1,1.0
二手,373,1.0
二手车,373,1.0
二氧化碳,374,0.75
二维码,375,1.0
于,376,1.0
于是,135,1.0
亏,377,1.0
亏损,377,1.0
亏本,377,1.0
云,378,1.0
互信,379,0.0
互动,380,0.25
互助,381,0.0
互相,382,1.0
互联网,383,0.5
互补,382,0.25
互访,384,0.5
五,1,1.0
五星级,385,0.75
五花八门,56,0.75
五颜六色,386,0.5
井,387,1.0
亚军,215,1.0
亚运会,215,1.0
些,8,0.25
亡羊补牢,388,0.25
交,389,1.0
交付,389,1.0
交代,390,1.0
交叉,391,0.0
交响乐,210,1.0
交头接耳,392,0.25
交往,393,0.75
交情,394,0.5
交换,395,1.0
交接,396,1.0
交易,397,1.0
交替,398,1.0
交朋友,393,0.5
交流,393,0.75
交涉,399,1.0
交界,400,1.0
交纳,401,1.0
交给,402,1.0
交警,403,1.0
交谈,393,1.0
交费,404,0.5
交通,405,0.75
交锋,363,1.0
交际,406,1.0
交集,391,0.75
亦,142,0.5
产,407,0.5
产业,220,1.0
产值,407,0.75
产品,408,1.0
产地,409,1.0
产物,410,1.0
产生,411,0.75
产量,407,1.0
亩,412,1.0
享,413,1.0
享受,413,1.0
享有,413,0.25
京剧,414,0.75
亮,415,0.5
亮丽,416,0.0
亮点,417,1.0
亮相,418,1.0
亲,419,1.0
亲人,29,1.0
亲切,420,1.0
亲友,344,1.0
亲和力,421,1.0
亲密,422,0.0
亲属,423,1.0
亲情,394,1.0
亲戚,29,1.0
亲手,424,0.0
亲朋好友,344,1.0
亲热,392,0.25
亲爱,425,0.25
亲生,29,1.0
亲眼,424,1.0
亲自,424,0.0
亲身,424,1.0
亲近,426,0.0
人,427,1.0
人为,428,1.0
人事,429,1.0
人们,430,1.0
人体,431,0.5
人力,432,0.0
人口,433,1.0
人员,434,1.0
人品,435,0.25
人均,436,1.0
人士,204,0.75
人家,186,0.5
人工,437,1.0
人工智能,438,0.5
人性,439,0.5
人情,394,0.75
人手,440,1.0
人才,441,0.75
人数,442,1.0
人文,443,0.75
人权,303,0.25
人格,439,0.75
人次,444,1.0
人民,445,1.0
人民币,446,1.0
人气,447,1.0
人物,290,1.0
人生,439,0.0
人类,448,0.75
人缘儿,449,0.5
人群,450,1.0
人行道,451,1.0
人质,452,1.0
人身,453,1.0
人选,454,0.75
人造,437,1.0
人道,455,0.75
人间,456,0.75
亿,73,1.0
什么,180,1.0
什么样,180,1.0
仁慈,213,1.0
仅,457,1.0
仅仅,41,1.0
仅次于,458,0.25
仇,459,1.0
仇人,459,1.0
仇恨,459,1.0
今后,460,0.75
今天,24,1.0
今年,461,0.5
今日,90,0.5
介于,328,1.0
介入,462,1.0
介意,153,1.0
介绍,463,0.75
仍,142,0.5
仍旧,142,0.75
仍然,142,0.75
从,464,0.0
从不,176,1.0
从业,465,1.0
从中,464,0.0
从事,465,0.75
从今以后,466,1.0
从前,467,0.75
从头,148,0.5
从容,468,1.0
从容不迫,468,1.0
从小,469,0.25
从早到晚,24,0.5
从未,176,1.0
从来,229,0.25
从来不,176,1.0
从此,470,0.0
从没,176,1.0
从而,212,1.0
仓库,471,0.75
仔细,472,0.75
他,29,1.0
他人,473,1.0
他们,430,1.0
付,401,0.5
付出,474,0.75
付款,475,1.0
付费,404,0.25
仙女,476,1.0
仙鹤,477,0.75
代,9,1.0
代价,474,1.0
代号,478,0.75
代替,479,1.0
代理,480,1.0
代理人,480,1.0
代表,60,0.75
代表团,60,0.75
代言人,481,0.75
令,482,1.0
以,281,1.0
以上,115,0.5
以下,115,0.75
以为,483,0.75
以便,212,0.0
以免,212,0.0
以内,324,0.75
以前,467,0.75
以及,484,1.0
以后,325,0.0
以外,326,1.0
以往,467,0.5
以来,286,1.0
以至于,184,0.75
以致,212,1.0
以身作则,485,1.0
仪器,486,1.0
仪式,316,0.5
仪表,487,1.0
们,430,1.0
仰,488,0.5
仲裁,112,1.0
件,489,0.75
价,490,1.0
价位,490,1.0
价值,272,1.0
价值观,491,1.0
价格,490,1.0
价钱,490,1.0
任,85,1.0
任人宰割,492,1.0
任何,14,0.75
任务,321,1.0
任命,85,1.0
任意,493,1.0
任期,85,1.0
任职,85,1.0
份,494,1.0
份额,495,1.0
仿,496,1.0
仿佛,3,0.25
仿制,496,1.0
企业,497,1.0
企图,498,0.75
伊斯兰教,499,1.0
休假,264,0.5
休克,263,1.0
休养,500,1.0
休息,488,0.25
休想,501,0.5
休眠,502,1.0
休闲,503,0.75
众人,430,1.0
众多,56,0.0
众志成城,504,1.0
众所周知,59,1.0
优,505,1.0
优先,506,1.0
优势,507,0.0
优化,508,1.0
优异,509,1.0
优惠,510,1.0
优点,511,1.0
优秀,509,1.0
优美,512,0.25
优良,509,1.0
优质,513,0.25
优越,509,1.0
优雅,213,0.25
伙,514,1.0
伙伴,515,1.0
伙食,269,0.75
会,516,0.75
会员,517,1.0
会场,518,0.5
会意,145,0.75
会晤,384,0.5
会见,519,0.75
会计,368,0.5
会议,316,1.0
会诊,247,1.0
会谈,399,0.75
会长,291,1.0
会面,393,0.5
伞,520,1.0
伟大,521,1.0
传,522,1.0
传人,523,0.0
传出,522,1.0
传奇,524,1.0
传媒,525,1.0
传承,526,0.75
传授,523,0.0
传播,527,0.5
传来,69,1.0
传染,263,0.5
传染病,263,0.75
传真,528,0.75
传统,529,0.75
传言,522,1.0
传记,209,1.0
传说,524,0.75
传输,530,1.0
传达,527,0.75
传递,531,1.0
传闻,522,1.0
伤,240,0.5
伤亡,240,1.0
伤势,240,0.5
伤口,532,1.0
伤员,240,0.5
伤害,533,1.0
伤心,160,1.0
伤感,160,1.0
伤残,240,0.5
伤痕,534,0.0
伤脑筋,55,1.0
伦理,439,0.0
伪装,535,0.0
伪造,536,1.0
伯伯,29,1.0
伯母,29,1.0
伯父,29,1.0
估算,537,1.0
估计,537,1.0
伴,538,1.0
伴侣,539,1.0
伴奏,210,1.0
伴随,540,1.0
伸,541,0.25
伸张,541,1.0
伸手,542,0.25
伸缩,543,0.25
伺候,544,1.0
伺机,545,1.0
似乎,142,0.5
似是而非,546,1.0
似曾相识,547,1.0
似的,45,0.75
但,179,1.0
但愿,179,1.0
但是,179,1.0
位,548,1.0
位于,549,0.0
位子,550,0.25
位置,550,0.5
低,551,1.0
低下,551,1.0
低于,552,1.0
低价,490,0.5
低估,553,0.5
低头,542,0.75
低温,133,1.0
低碳,554,1.0
低调,555,1.0
低谷,175,0.5
低迷,175,0.5
住,556,1.0
住址,557,1.0
住处,557,0.0
住宅,278,1.0
住宿,385,0.75
住户,558,0.0
住房,278,1.0
住院,247,1.0
佐料,79,1.0
体会,559,0.5
体制,560,1.0
体力,561,1.0
体操,317,1.0
体检,562,1.0
体温,561,1.0
体现,563,0.0
体积,564,1.0
体系,560,1.0
体育,443,0.0
体育场,565,1.0
体育馆,565,1.0
体能,561,1.0
体谅,566,0.25
体质,561,1.0
体贴,213,0.75
体重,561,1.0
体面,567,1.0
体验,559,0.75
何况,179,1.0
何处,180,1.0
何必,162,0.75
何时,180,1.0
何苦,162,0.75
余,73,1.0
余地,568,1.0
余额,569,0.75
佛,570,1.0
佛教,570,1.0
作,571,0.75
作业,572,1.0
作为,573,1.0
作出,574,0.25
作品,99,0.25
作客,575,1.0
作家,204,0.25
作对,363,0.5
作废,576,1.0
作弊,577,0.75
作战,578,0.0
作文,579,1.0
作物,580,1.0
作用,581,0.75
作者,305,1.0
作风,582,0.25
你,29,0.75
你们,186,0.5
佩服,165,1.0
佳节,264,1.0
使,482,1.0
使劲,532,1.0
使命,321,1.0
使唤,583,1.0
使得,482,1.0
使用,584,1.0
使者,585,1.0
侃大山,128,0.75
例外,586,1.0
例如,158,1.0
例子,586,1.0
侍候,544,1.0
供,587,1.0
供不应求,588,1.0
供奉,570,1.0
供应,588,1.0
供暖,589,0.75
供求,588,1.0
供给,588,1.0
依,590,1.0
依依不舍,591,0.25
依托,592,1.0
依据,590,1.0
依旧,142,0.75
依次,593,1.0
依法,594,1.0
依然,142,0.75
依照,590,1.0
依赖,595,1.0
依靠,592,0.75
侠义,596,1.0
侦察,597,0.0
侧,598,1.0
侧重,206,1.0
侧面,599,1.0
侮辱,533,0.25
侵占,600,1.0
侵害,533,1.0
侵权,201,1.0
侵犯,533,0.75
侵略,297,0.5
便,601,0.75
便于,150,0.0
便利,602,1.0
便利店,203,1.0
便宜,602,1.0
便捷,602,1.0
便是,603,1.0
便条,604,0.0
便道,66,0.75
便饭,269,0.75
促使,482,1.0
促成,482,0.75
促进,508,1.0
促销,510,1.0
俄语,260,1.0
俊,605,1.0
俊俏,213,1.0
俗,341,1.0
俗话,19,1.0
俗话说,19,0.5
俗语,19,1.0
俘获,606,0.25
俘虏,607,0.5
保,608,0.75
保佑,62,0.75
保修,609,1.0
保健,610,0.5
保养,609,1.0
保卫,611,1.0
保姆,612,0.5
保存,471,1.0
保守,332,1.0
保安,403,1.0
保密,613,1.0
保护,611,1.0
保持,614,1.0
保暖,615,0.5
保留,614,1.0
保管,471,1.0
保证,608,0.5
保质期,616,0.75
保重,617,0.75
保险,618,1.0
保障,608,0.5
保鲜,616,0.75
信,619,1.0
信仰,499,1.0
信件,528,0.0
信任,620,1.0
信号,621,1.0
信封,622,0.25
信心,623,0.0
信念,491,0.0
信息,624,1.0
信用,625,0.75
信用卡,17,0.75
信箱,528,0.0
信誉,447,1.0
信贷,626,0.0
信赖,620,1.0
俩,627,1.0
修,628,0.75
修养,435,0.5
修复,628,1.0
修建,629,1.0
修改,630,0.75
修正,631,1.0
修理,609,1.0
修补,628,0.75
修订,632,0.25
修路,633,0.5
修车,609,1.0
修长,273,1.0
俯首,634,0.5
俱乐部,635,1.0
倍,636,0.25
倒,637,1.0
倒下,637,1.0
倒卖,350,0.5
倒塌,638,0.5
倒数,639,1.0
倒是,142,0.5
倒计时,640,1.0
倒车,641,1.0
倒闭,642,1.0
倒霉,144,0.75
倔,335,1.0
倔强,213,0.75
倘若,43,1.0
候选人,643,1.0
倚,634,1.0
借,644,1.0
借助,592,1.0
借口,645,0.25
借条,604,1.0
借用,584,0.75
借鉴,496,0.75
倡导,526,0.5
倡议,646,1.0
债,647,1.0
债务,626,0.75
值,553,1.0
值得,169,0.5
值班,648,1.0
值钱,649,1.0
倾向,650,1.0
倾听,651,0.75
倾家荡产,652,1.0
倾斜,650,0.5
倾诉,651,1.0
倾销,653,0.5
假,654,1.0
假使,43,1.0
假冒,654,0.25
假如,43,0.75
假定,537,1.0
假日,264,1.0
假期,264,1.0
假装,334,1.0
假设,537,1.0
偏,655,1.0
偏偏,179,0.75
偏僻,656,1.0
偏向,650,1.0
偏差,657,1.0
偏方,268,0.5
偏见,658,0.75
偏远,656,1.0
做,571,1.0
做到,659,1.0
做客,575,1.0
做梦,660,1.0
做法,661,0.5
做生意,38,1.0
做饭,296,0.25
停,662,0.0
停下,542,1.0
停业,642,1.0
停放,663,1.0
停止,261,1.0
停泊,664,1.0
停电,665,1.0
停留,666,1.0
停车,663,1.0
停车位,663,1.0
停车场,663,1.0
停顿,261,1.0
健全,560,1.0
健壮,273,1.0
健康,610,1.0
健美,317,1.0
健身,610,1.0
偶像,667,1.0
偶尔,173,1.0
偶然,668,0.75
偷,231,0.5
偷偷,545,1.0
偷懒,669,1.0
偷看,670,0.5
偷窥,670,0.75
偿还,626,0.75
傍晚,24,1.0
储备,671,1.0
储存,471,1.0
储蓄,672,1.0
催,673,1.0
催促,674,1.0
催眠,675,1.0
傲,676,1.0
傲慢,197,0.5
傻,677,0.25
傻瓜,677,1.0
像,45,1.0
像样,678,1.0
僧人,570,1.0
僵,679,1.0
僵化,202,0.25
僵局,680,0.5
僻静,656,1.0
儒学,681,1.0
儒家,681,1.0
儿女,29,1.0
儿子,29,1.0
儿科,247,0.75
儿童,682,0.5
允许,149,1.0
元,636,0.0
元宵节,264,1.0
元旦,264,1.0
元素,683,1.0
元老,684,1.0
元首,643,0.25
兄弟,627,1.0
充,685,1.0
充分,686,1.0
充实,687,1.0
充当,688,1.0
充沛,689,1.0
充满,690,0.0
充电,685,1.0
充电器,685,1.0
充足,689,0.75
兆头,691,1.0
先,692,1.0
先例,586,1.0
先前,467,0.75
先后,693,1.0
先天,694,0.25
先生,695,1.0
先进,696,1.0
先锋,697,1.0
光,698,1.0
光临,699,1.0
光彩,700,0.75
光明,701,1.0
光明磊落,702,1.0
光泽,703,0.75
光滑,703,1.0
光环,704,1.0
光盘,705,1.0
光碟,705,1.0
光线,698,1.0
光缆,706,0.5
光芒,700,1.0
光荣,521,1.0
光辉,700,0.75
光顾,699,1.0
克,412,0.5
克制,707,1.0
克服,708,0.25
克隆,709,1.0
免,710,1.0
免不了,173,0.25
免得,162,0.75
免疫,711,0.75
免职,123,1.0
免费,404,0.25
免除,710,0.25
兑换,446,1.0
兑现,712,1.0
兔,477,1.0
党,713,1.0
兜,714,1.0
兜儿,714,1.0
兜售,350,1.0
兢兢业业,170,0.5
入,715,1.0
入侵,533,0.0
入口,716,1.0
入场,462,1.0
入场券,717,0.75
入境,718,1.0
入学,92,1.0
入手,719,1.0
入选,720,0.75
入门,721,1.0
全,722,1.0
全世界,214,1.0
全体,723,1.0
全力,361,1.0
全力以赴,361,1.0
全国,214,1.0
全场,91,1.0
全家,724,0.5
全局,725,1.0
全年,461,0.0
全心全意,35,0.5
全文,726,1.0
全新,727,1.0
全方位,728,0.25
全球,214,1.0
全程,729,1.0
全能,78,1.0
全身,532,1.0
全部,34,1.0
全都,34,1.0
全长,285,0.75
全面,730,1.0
八,1,1.0
八卦,731,1.0
公,732,1.0
公主,733,1.0
公事,364,1.0
公交车,338,0.0
公仆,582,1.0
公众,734,0.25
公元,735,1.0
公共,736,1.0
公共场所,737,1.0
公共汽车,338,0.0
公关,738,1.0
公函,739,0.25
公务,444,0.25
公务员,434,0.75
公司,740,1.0
公告,741,0.5
公园,331,0.5
公墓,742,1.0
公安,403,1.0
公安局,403,1.0
公寓,278,1.0
公布,741,0.75
公平,455,1.0
公开,741,0.75
公开信,743,0.25
公式,744,0.75
公斤,412,1.0
公款,178,0.75
公正,455,1.0
公民,745,0.75
公然,498,0.75
公用,207,1.0
公益,322,1.0
公益性,736,1.0
公示,741,0.25
公积金,746,1.0
公立,747,0.75
公约,748,1.0
公职,123,1.0
公认,458,1.0
公证,749,0.75
公费,750,0.75
公路,405,0.75
公车,338,0.25
公道,455,1.0
公里,412,1.0
公顷,412,1.0
公鸡,477,1.0
六,1,1.0
共,12,1.0
共享,751,1.0
共同,752,1.0
共同体,753,1.0
共性,754,1.0
共有,12,1.0
共计,12,1.0
共识,379,0.0
共鸣,755,0.5
关,756,1.0
关上,757,0.0
关于,758,1.0
关头,759,0.75
关心,153,0.0
关怀,544,0.25
关掉,760,1.0
关机,760,1.0
关注,761,1.0
关照,544,0.25
关爱,544,0.25
关税,653,0.25
关系,422,0.75
关联,397,0.75
关节,532,0.5
关键,306,1.0
关闭,760,1.0
兴奋,160,1.0
兴奋剂,762,1.0
兴建,629,1.0
兴旺,763,0.75
兴致,764,0.75
兴起,765,0.25
兴趣,211,0.75
兴高采烈,72,0.5
兵,766,1.0
其,767,1.0
其中,245,1.0
其他,14,1.0
其余,768,0.75
其后,135,1.0
其实,179,0.75
其次,59,1.0
其间,769,1.0
具体,770,1.0
具备,771,1.0
具有,771,1.0
典型,772,1.0
典礼,316,0.5
典范,372,1.0
兹,773,1.0
养,774,1.0
养成,342,0.75
养殖,580,0.0
养活,775,1.0
养生,610,1.0
养老,776,1.0
养老金,776,1.0
养老院,776,0.75
兼,85,0.75
兼任,85,1.0
兼容,777,1.0
兼职,200,0.5
兼顾,777,0.75
内,324,1.0
内向,778,1.0
内在,779,0.75
内地,252,1.0
内外,780,1.0
内存,781,1.0
内容,782,1.0
内幕,783,0.75
内心,439,0.75
内涵,784,0.5
内科,247,0.75
内行,785,1.0
内衣,111,1.0
内部,780,1.0
内阁,643,1.0
内需,786,1.0
册,787,0.75
再,148,0.75
再三,674,1.0
再也,229,0.25
再度,13,1.0
再次,13,1.0
再现,105,0.5
再生,788,1.0
再见,617,1.0
再说,186,1.0
冒,789,1.0
冒充,654,1.0
冒昧,790,1.0
冒犯,533,0.0
