token,community,best_cluster_match_fraction
下意识,116,0.25
下手,117,1.0
下旬,79,1.0
下期,93,1.0
下来,82,1.0
下棋,118,0.25
下楼,82,0.5
下次,94,0.75
下海,119,1.0
下游,96,0.5
下班,24,1.0
下级,84,1.0
下落,115,0.75
下课,105,0.5
下调,81,0.75
下跌,81,1.0
下车,106,0.75
下载,120,1.0
下边,41,1.0
下降,81,1.0
下雨,121,1.0
下雪,121,1.0
下面,41,1.0
不,122,0.75
不一会儿,44,0.25
不一定,123,0.0
不为人知,124,1.0
不久,125,1.0
不了了之,126,1.0
不予,127,1.0
不亚于,128,1.0
不亦乐乎,129,1.0
不仅,123,1.0
不仅仅,123,0.25
不以为然,130,1.0
不但,123,1.0
不便,131,0.5
不值,132,0.75
不假思索,116,0.0
不停,133,0.5
不像话,23,0.75
不光,123,0.5
不免,25,0.0
不再,134,1.0
不准,135,0.75
不利,131,1.0
不利于,131,0.75
不可思议,136,1.0
不可避免,137,0.5
不同,45,1.0
不同寻常,45,1.0
不在乎,138,1.0
不堪,139,1.0
不够,140,1.0
不大,141,1.0
不好意思,142,0.75
不如,128,1.0
不如说,123,0.25
不妨,143,1.0
不安,130,1.0
不定,144,1.0
不宜,134,0.75
不容,145,1.0
不对,146,0.75
不少,8,0.25
不屑,130,1.0
不已,130,0.75
不平,147,1.0
不幸,148,0.75
不得不,149,0.75
不得了,23,1.0
不得已,149,0.75
不得而知,150,0.75
不必,134,1.0
不怎么,140,1.0
不怎么样,141,0.0
不惜,149,0.75
不慎,151,0.25
不懈,152,0.75
不成,153,0.75
不敢当,142,0.25
不料,69,0.0
不断,154,0.25
不时,25,1.0
不易,155,1.0
不景气,156,1.0
不曾,122,0.75
不服,104,1.0
不服气,130,1.0
不止,157,1.0
不正之风,158,0.25
不满,159,0.75
不然,123,0.0
不理,138,1.0
不用,134,1.0
不用说,160,0.75
不由得,3,0.5
不由自主,116,0.5
不相上下,45,1.0
不知,161,1.0
不知不觉,116,1.0
不禁,3,0.5
不算,140,1.0
不管,162,0.5
不约而同,116,0.0
不经意,116,0.75
不翼而飞,163,1.0
不耐烦,130,1.0
不耻下问,164,0.5
不肯,122,0.5
不能不,134,0.75
不至于,134,1.0
不良,165,0.25
不行,142,0.75
不要,134,1.0
不要紧,142,1.0
不见,163,0.25
不见得,123,0.0
不解,130,1.0
不许,135,0.25
不论,162,1.0
不起眼,124,1.0
不足,166,1.0
不辞而别,114,0.5
不过,59,0.5
不适,167,0.75
不通,168,1.0
不错,169,0.5
不难,155,1.0
不顾,149,0.0
与,170,1.0
与众不同,45,1.0
与其,170,1.0
与否,65,0.5
与日俱增,154,0.75
与时俱进,171,1.0
与此同时,59,1.0
丑,172,0.0
丑恶,173,0.75
丑闻,174,0.25
丑陋,173,1.0
专业,175,1.0
专人,176,0.0
专利,177,0.75
专制,178,1.0
专卖店,179,1.0
专家,180,1.0
专心,152,0.75
专柜,179,1.0
专栏,181,0.0
专注,182,1.0
专用,183,1.0
专程,184,1.0
专职,185,0.25
专著,186,0.75
专辑,187,1.0
专长,188,1.0
专门,189,0.75
专题,190,0.5
且,54,0.0
世代,191,1.0
世故,173,0.75
世界,192,1.0
世界杯,193,1.0
世界级,49,1.0
世纪,194,1.0
世袭,178,0.5
丘陵,195,1.0
丙,196,1.0
业,197,1.0
业余,175,1.0
业务,197,1.0
业绩,198,1.0
丛林,195,1.0
东,199,1.0
东北,199,1.0
东南,199,1.0
东奔西走,200,0.5
东张西望,201,0.25
东方,202,1.0
东西,203,0.75
东边,41,1.0
东道主,193,1.0
东部,199,1.0
丝,204,1.0
丝毫,122,0.75
丝绸,103,1.0
丢,205,0.25
丢人,130,1.0
丢失,206,0.75
丢弃,205,0.5
丢掉,205,0.75
丢脸,130,1.0
两,1,1.0
两侧,41,1.0
两口子,29,1.0
两岸,207,1.0
两手,208,1.0
两栖,209,1.0
两边,41,1.0
严,210,0.75
严厉,210,0.0
严密,210,0.25
严峻,211,1.0
严格,210,0.75
严禁,135,1.0
严肃,210,0.0
严谨,210,0.0
严重,165,0.75
丧失,206,0.5
丧生,212,1.0
个,213,1.0
个人,214,1.0
个体,214,1.0
个儿,215,0.25
个别,8,0.25
个头儿,215,0.25
个子,215,0.25
个性,216,0.5
个案,217,0.75
丫头,29,1.0
中,218,1.0
中介,219,1.0
中医,220,1.0
中午,24,1.0
中华,221,0.75
中华民族,221,1.0
中国,192,0.75
中国画,222,1.0
中型,223,1.0
中外,224,1.0
中央,225,1.0
中奖,226,0.0
中学,85,1.0
中学生,227,0.5
中小学,85,1.0
中年,228,1.0
中庸,229,1.0
中心,230,1.0
中性,231,1.0
中文,232,1.0
中断,233,1.0
中旬,79,1.0
中期,234,0.75
中止,233,1.0
中毒,167,1.0
中秋节,235,1.0
中立,236,0.75
中等,237,1.0
中级,238,1.0
中药,239,1.0
中途,61,1.0
中部,199,1.0
中间,41,1.0
中餐,74,1.0
丰厚,240,0.0
丰富,241,0.75
丰富多彩,241,1.0
丰收,198,0.0
丰满,242,0.75
丰盛,241,1.0
丰硕,243,0.75
串,244,0.75
串门,201,0.75
临,245,1.0
临床,220,1.0
临时,246,1.0
临街,247,0.5
临近,248,1.0
丸,249,1.0
为,250,0.75
为主,251,1.0
为了,250,1.0
为人,252,0.75
为什么,161,1.0
为何,161,1.0
为期,253,1.0
为止,254,1.0
为此,255,0.25
为难,130,1.0
主,256,0.75
主义,178,1.0
主人,257,1.0
主人公,256,0.75
主任,258,1.0
主体,259,1.0
主力,260,1.0
主办,261,1.0
主动,262,1.0
主妇,257,0.75
主宰,263,1.0
主导,264,1.0
主席,258,1.0
主张,265,1.0
主意,266,0.0
主持,267,0.75
主持人,267,0.75
主权,268,1.0
主流,269,0.75
主演,92,1.0
主管,258,1.0
主编,270,0.5
主要,271,1.0
主观,272,0.0
主角,256,1.0
主页,120,1.0
主题,190,1.0
主题歌,187,1.0
主食,74,1.0
举,273,1.0
举一反三,274,1.0
举世无双,275,0.75
举世瞩目,276,0.5
举世闻名,277,1.0
举例,42,1.0
举办,261,0.5
举动,6,1.0
举手,273,0.0
举报,278,0.0
举措,279,0.75
举止,6,0.75
举行,280,1.0
举重,281,1.0
乃,282,1.0
乃至,283,0.25
久,284,1.0
久仰,285,1.0
久违,286,1.0
义务,287,1.0
义工,288,1.0
之,282,1.0
之一,289,1.0
之下,110,1.0
之中,218,1.0
之内,290,0.5
之前,291,0.75
之后,125,1.0
之外,290,1.0
之所以,292,1.0
之类,293,1.0
之间,294,1.0
乌云,101,1.0
乐,295,1.0
乐器,187,1.0
乐园,296,0.5
乐意,297,0.75
乐曲,187,1.0
乐观,298,0.75
乐趣,188,0.25
乐队,187,1.0
乒乓球,281,1.0
乔装,89,0.25
乖,172,0.75
乖巧,172,1.0
乘,299,1.0
乘人之危,300,0.75
乘坐,106,0.75
乘客,106,0.75
乘车,106,0.75
乙,196,1.0
九,1,1.0
乞丐,301,1.0
乞求,302,0.25
乞讨,301,1.0
也,123,1.0
也好,142,1.0
也就是说,59,1.0
也许,123,0.5
习俗,303,1.0
习惯,303,1.0
乡,304,1.0
乡下,111,0.5
乡亲,305,0.25
乡村,304,1.0
书,186,1.0
书写,306,1.0
书包,103,1.0
书店,179,1.0
书房,307,1.0
书架,307,1.0
书柜,307,1.0
书桌,307,1.0
书橱,307,1.0
书法,222,1.0
书籍,186,1.0
书记,258,1.0
书面,308,1.0
买,309,0.25
买不起,138,0.25
买卖,310,0.0
乱,64,0.75
乱七八糟,64,0.75
乳制品,311,0.75
了,312,1.0
了不起,23,0.0
了却,313,1.0
了结,314,1.0
了解,315,1.0
予以,127,1.0
争,309,0.75
争先恐后,316,0.25
争光,317,1.0
争分夺秒,318,1.0
争取,318,0.75
争吵,319,0.75
争夺,320,0.75
争执,319,0.75
争气,317,1.0
争端,319,1.0
争议,319,0.75
争论,319,0.75
事,321,1.0
事业,322,1.0
事件,174,0.75
事先,323,0.75
事务,324,1.0
事务所,325,1.0
事后,326,1.0
事宜,327,0.0
事实,328,0.0
事实上,59,1.0
事态,174,0.75
事情,321,1.0
事故,212,0.25
事物,203,1.0
事迹,329,1.0
事项,330,0.0
二,1,1.0
二手,331,0.75
二手车,331,0.75
二氧化碳,332,0.75
二维码,333,1.0
于,334,1.0
于是,125,1.0
亏,335,1.0
亏损,335,0.75
亏本,335,1.0
云,336,1.0
互信,337,0.0
互动,338,0.5
互助,337,0.0
互相,339,1.0
互联网,340,1.0
互补,339,0.5
互访,341,0.0
五,1,1.0
五星级,342,1.0
五花八门,14,0.25
五颜六色,343,0.75
井,344,0.75
亚军,193,1.0
亚运会,193,1.0
些,8,0.25
亡羊补牢,345,1.0
交,346,0.0
交付,346,0.0
交代,347,1.0
交叉,339,1.0
交响乐,187,1.0
交头接耳,16,1.0
交往,348,0.0
交情,349,0.5
交换,350,1.0
交接,346,1.0
交易,310,1.0
交替,351,1.0
交朋友,352,0.0
交流,348,0.0
交涉,327,1.0
交界,353,1.0
交纳,354,1.0
交给,355,1.0
交警,356,1.0
交谈,341,0.0
交费,354,1.0
交通,357,0.75
交锋,320,1.0
交际,232,0.5
交集,358,1.0
亦,54,0.75
产,359,1.0
产业,197,1.0
产值,198,1.0
产品,360,0.75
产地,359,1.0
产物,361,1.0
产生,362,1.0
产量,198,1.0
亩,363,0.75
享,364,0.5
享受,364,0.25
享有,365,1.0
京剧,92,0.5
亮,366,0.25
亮丽,367,1.0
亮点,368,0.25
亮相,369,1.0
亲,370,0.0
亲人,29,1.0
亲切,252,0.75
亲友,29,1.0
亲和力,371,0.0
亲密,370,0.25
亲属,29,1.0
亲情,349,1.0
亲戚,29,1.0
亲手,372,0.5
亲朋好友,29,1.0
亲热,16,0.25
亲爱,370,0.0
亲生,29,1.0
亲眼,372,1.0
亲自,372,0.0
亲身,372,1.0
亲近,370,0.0
人,373,0.75
人为,189,0.5
人事,374,1.0
人们,375,0.5
人体,376,0.0
人力,374,0.5
人口,377,1.0
人员,378,1.0
人品,379,1.0
人均,380,1.0
人士,180,1.0
人家,29,0.5
人工,381,1.0
人工智能,340,1.0
人性,216,0.75
人情,349,1.0
人手,374,0.5
人才,382,0.25
人数,383,1.0
人文,384,1.0
人权,385,0.5
人格,379,1.0
人次,386,0.25
人民,305,1.0
人民币,387,0.75
人气,388,1.0
人物,256,0.75
人生,389,0.75
人类,390,0.0
人缘儿,172,0.0
人群,244,0.75
人行道,391,0.75
人质,392,1.0
人身,393,1.0
人选,80,0.75
人造,381,1.0
人道,385,0.75
人间,389,0.25
亿,68,1.0
什么,161,1.0
什么样,161,1.0
仁慈,252,0.75
仅,394,0.75
仅仅,394,0.75
仅次于,395,0.75
仇,349,0.25
仇人,352,0.75
仇恨,349,0.25
今后,125,1.0
今天,24,1.0
今年,396,1.0
今日,24,1.0
介于,294,1.0
介入,83,0.5
介意,138,1.0
介绍,397,0.75
仍,54,0.75
仍旧,54,0.75
仍然,54,0.75
从,398,1.0
从不,122,1.0
从业,399,1.0
从中,255,0.5
从事,399,1.0
从今以后,400,1.0
从前,291,0.75
从头,401,1.0
从容,402,1.0
从容不迫,402,1.0
从小,389,0.25
从早到晚,24,1.0
从未,122,0.5
从来,122,0.75
从来不,122,1.0
从此,403,0.0
从没,122,0.5
从而,404,0.75
仓库,405,1.0
仔细,406,1.0
他,29,1.0
他人,375,0.5
他们,375,0.75
付,354,1.0
付出,407,0.5
付款,18,0.25
付费,354,0.75
仙女,408,0.75
仙鹤,409,1.0
代,9,1.0
代价,410,1.0
代号,411,1.0
代替,412,1.0
代理,413,1.0
代理人,413,1.0
代表,60,0.5
代表团,60,0.5
代言人,414,1.0
令,404,1.0
以,250,0.25
以上,415,0.75
以下,415,1.0
以为,416,1.0
以便,417,0.5
以免,404,0.25
以内,290,0.5
以前,291,0.75
以及,418,1.0
以后,125,1.0
以外,290,1.0
以往,291,0.5
以来,79,0.5
以至于,404,0.75
以致,404,0.75
以身作则,329,0.25
仪器,419,0.5
仪式,280,1.0
仪表,420,1.0
们,375,1.0
仰,421,1.0
仲裁,104,1.0
件,321,1.0
价,422,0.5
价位,422,0.5
价值,423,1.0
价值观,424,0.75
价格,422,0.5
价钱,422,0.25
任,80,1.0
任人宰割,425,0.25
任何,426,0.25
任务,287,1.0
任命,80,1.0
任意,427,1.0
任期,80,1.0
任职,80,1.0
份,428,1.0
份额,429,1.0
仿,430,1.0
仿佛,123,0.5
仿制,430,1.0
企业,431,1.0
企图,432,0.5
伊斯兰教,433,0.75
休假,235,1.0
休克,167,1.0
休养,434,0.5
休息,24,0.5
休想,122,0.5
休眠,435,0.75
休闲,434,1.0
众人,375,0.75
众多,8,0.0
众志成城,20,0.0
众所周知,59,1.0
优,436,1.0
优先,437,1.0
优势,368,1.0
优化,438,1.0
优异,169,1.0
优惠,422,0.5
优点,368,1.0
优秀,169,1.0
优美,367,1.0
优良,169,0.75
优质,439,0.25
优越,169,0.75
优雅,367,1.0
伙,440,1.0
伙伴,441,0.5
伙食,442,0.0
会,137,0.75
会员,443,1.0
会场,280,0.5
会意,16,0.5
会晤,341,0.0
会见,341,1.0
会计,325,0.5
会议,280,1.0
会诊,220,1.0
会谈,341,0.0
会长,258,1.0
会面,341,0.0
伞,444,0.5
伟大,445,0.75
传,446,1.0
传人,191,0.75
传出,446,1.0
传奇,447,1.0
传媒,448,1.0
传承,449,1.0
传授,105,0.5
传播,450,0.5
传来,66,0.5
传染,167,1.0
传染病,167,1.0
传真,451,1.0
传统,452,1.0
传言,446,1.0
传记,186,1.0
传说,447,0.75
传输,453,0.75
传达,450,0.5
传递,454,1.0
传闻,446,1.0
伤,212,0.5
伤亡,212,1.0
伤势,212,0.5
伤口,208,1.0
伤员,212,0.5
伤害,455,0.75
伤心,130,1.0
伤感,130,1.0
伤残,212,0.5
伤痕,456,0.0
伤脑筋,56,1.0
伦理,433,0.25
伪装,89,0.5
伪造,457,0.75
伯伯,29,1.0
伯母,29,1.0
伯父,29,1.0
估算,458,1.0
估计,458,1.0
伴,459,0.25
伴侣,459,0.75
伴奏,187,1.0
伴随,460,0.5
伸,208,1.0
伸张,461,1.0
伸手,208,1.0
伸缩,462,1.0
伺候,463,1.0
伺机,464,1.0
似乎,123,1.0
似是而非,465,1.0
似曾相识,466,0.5
似的,426,0.5
但,59,0.25
但愿,59,0.25
但是,59,0.25
位,467,1.0
位于,468,0.75
位子,469,1.0
位置,469,0.0
低,470,1.0
低下,139,0.0
低于,471,1.0
低价,422,1.0
低估,472,0.75
低头,473,0.75
低温,121,1.0
低碳,474,1.0
低调,475,0.5
低谷,156,0.5
低迷,156,0.5
住,476,0.5
住址,476,0.75
住处,476,0.75
住宅,247,1.0
住宿,342,1.0
住户,247,1.0
住房,247,1.0
住院,220,1.0
佐料,74,1.0
体会,477,0.75
体制,478,1.0
体力,479,1.0
体操,281,1.0
体检,480,0.0
体温,479,0.75
体现,97,0.5
体积,481,1.0
体系,478,1.0
体育,281,1.0
体育场,482,1.0
体育馆,482,1.0
体能,479,1.0
体谅,463,1.0
体质,479,1.0
体贴,252,0.75
体重,479,1.0
体面,483,1.0
体验,477,0.75
何况,59,0.25
何处,161,1.0
何必,134,1.0
何时,161,1.0
何苦,134,1.0
余,68,1.0
余地,484,1.0
余额,485,0.5
佛,486,0.5
佛教,433,0.5
作,487,0.75
作业,488,1.0
作为,489,1.0
作出,490,0.25
作品,92,0.75
作客,491,1.0
作家,92,0.25
作对,492,0.75
作废,493,1.0
作弊,457,0.75
作战,494,0.0
作文,495,1.0
作物,496,1.0
作用,497,0.25
作者,498,1.0
作风,424,0.25
你,29,0.75
你们,142,1.0
佩服,130,0.75
佳节,235,1.0
使,404,1.0
使劲,208,1.0
使命,287,1.0
使唤,219,0.0
使得,404,1.0
使用,499,1.0
使者,500,1.0
侃大山,118,0.25
例外,217,1.0
例如,42,1.0
例子,217,1.0
侍候,463,1.0
供,501,1.0
供不应求,502,1.0
供奉,486,0.5
供应,502,1.0
供暖,503,0.75
供求,502,1.0
供给,502,1.0
依,504,1.0
依依不舍,505,0.5
依托,506,1.0
依据,504,1.0
依旧,54,0.75
依次,507,1.0
依法,508,1.0
依然,54,0.75
依照,504,1.0
依赖,506,0.75
依靠,506,1.0
侠义,509,1.0
侦察,510,0.25
侧,511,1.0
侧重,182,1.0
侧面,512,1.0
侮辱,432,0.5
侵占,513,1.0
侵害,455,1.0
侵权,104,1.0
侵犯,455,1.0
侵略,432,0.25
便,54,0.75
便于,131,0.75
便利,514,1.0
便利店,179,1.0
便宜,514,0.75
便捷,514,1.0
便是,54,0.25
便条,515,1.0
便道,63,0.75
便饭,516,0.5
促使,404,1.0
促成,404,0.5
促进,438,1.0
促销,422,0.5
俄语,232,1.0
俊,517,1.0
俊俏,367,0.5
俗,303,1.0
俗话,19,1.0
俗话说,19,0.75
俗语,19,0.75
俘获,518,0.75
俘虏,392,0.75
保,519,0.25
保佑,30,1.0
保修,520,1.0
保健,220,0.75
保养,520,1.0
保卫,519,1.0
保姆,29,1.0
保存,405,1.0
保守,298,0.25
保安,356,1.0
保密,521,1.0
保护,519,1.0
保持,27,1.0
保暖,103,1.0
保留,27,1.0
保管,405,1.0
保证,522,0.25
保质期,405,1.0
保重,30,0.75
保险,523,1.0
保障,519,0.75
保鲜,405,1.0
信,515,1.0
信仰,433,1.0
信件,515,1.0
信任,524,0.5
信号,525,0.75
信封,515,0.75
信心,526,1.0
信念,526,1.0
信息,36,0.75
信用,527,0.5
信用卡,18,1.0
信箱,515,1.0
信誉,388,1.0
信贷,485,1.0
信赖,524,0.5
俩,29,1.0
修,520,0.5
修养,379,0.75
修复,520,0.5
修建,528,0.5
修改,529,0.0
修正,530,0.75
修理,520,1.0
修补,520,0.5
修订,529,0.25
修路,531,0.75
修车,520,0.75
修长,242,0.75
俯首,421,0.75
俱乐部,443,0.75
倍,532,0.75
倒,533,1.0
倒下,533,1.0
倒卖,158,0.75
倒塌,534,0.5
倒数,535,1.0
倒是,123,1.0
倒计时,536,1.0
倒车,391,1.0
倒闭,114,0.75
倒霉,132,0.25
倔,172,0.75
倔强,172,1.0
倘若,42,0.25
候选人,537,1.0
倚,421,0.75
借,506,0.75
借助,506,1.0
借口,538,0.0
借条,18,0.75
借用,499,1.0
借鉴,539,1.0
倡导,265,1.0
倡议,540,1.0
债,541,1.0
债务,542,1.0
值,472,1.0
值得,150,0.5
值班,543,1.0
值钱,544,0.75
倾向,545,1.0
倾听,546,1.0
倾家荡产,547,0.0
倾斜,545,1.0
倾诉,546,1.0
倾销,548,0.5
假,89,0.5
假使,42,0.0
假冒,158,0.75
假如,42,0.25
假定,458,1.0
假日,235,1.0
假期,235,1.0
假装,89,0.25
假设,458,1.0
偏,549,1.0
偏偏,123,0.5
偏僻,550,0.75
偏向,545,1.0
偏差,551,1.0
偏方,239,1.0
偏见,552,1.0
偏远,550,0.75
做,487,1.0
做到,553,1.0
做客,491,1.0
做梦,554,1.0
做法,279,0.25
做生意,555,0.5
做饭,556,0.5
停,233,1.0
停下,473,0.75
停业,114,0.75
停放,557,1.0
停止,233,1.0
停泊,558,1.0
停电,559,0.75
停留,560,0.75
停车,557,1.0
停车位,557,1.0
停车场,557,1.0
停顿,233,1.0
健全,478,0.5
健壮,242,1.0
健康,561,1.0
健美,281,1.0
健身,281,1.0
偶像,562,1.0
偶尔,25,1.0
偶然,148,0.75
偷,563,0.25
偷偷,464,0.0
偷懒,172,0.0
偷看,563,0.75
偷窥,563,0.75
偿还,542,1.0
傍晚,24,1.0
储备,564,1.0
储存,405,1.0
储蓄,485,0.5
催,565,1.0
催促,302,1.0
催眠,566,1.0
傲,567,1.0
傲慢,173,1.0
傻,172,0.25
傻瓜,568,0.0
像,42,0.75
像样,569,1.0
僧人,486,0.5
僵,570,0.75
僵化,35,0.75
僵局,174,0.5
僻静,571,0.0
儒学,433,0.25
儒家,433,0.25
儿女,29,1.0
儿子,29,1.0
儿科,220,1.0
儿童,227,0.75
允许,135,1.0
元,532,0.75
元宵节,235,1.0
元旦,235,1.0
元素,572,0.75
元老,573,0.5
元首,537,1.0
兄弟,574,1.0
充,575,1.0
充分,576,0.25
充实,241,0.5
充当,256,0.75
充沛,577,1.0
充满,578,1.0
充电,575,1.0
充电器,575,1.0
充足,577,1.0
兆头,525,1.0
先,143,0.75
先例,217,1.0
先前,291,1.0
先后,316,0.75
先天,381,0.0
先生,579,1.0
先进,49,0.0
先锋,329,0.5
光,580,1.0
光临,581,1.0
光彩,366,1.0
光明,582,1.0
光明磊落,252,0.5
光泽,242,0.0
光滑,242,0.0
光环,366,0.5
光盘,583,0.0
光碟,583,0.0
光线,580,0.75
光缆,584,1.0
光芒,366,1.0
光荣,445,0.75
光辉,366,0.5
光顾,581,1.0
克,363,1.0
克制,402,0.5
克服,585,1.0
克隆,586,1.0
免,587,1.0
免不了,25,0.5
免得,134,1.0
免疫,239,0.75
免职,114,1.0
免费,588,0.75
免除,233,0.25
兑换,387,1.0
兑现,589,1.0
兔,409,1.0
党,590,0.75
兜,591,0.25
兜儿,103,0.75
兜售,592,0.75
兢兢业业,152,0.75
入,593,1.0
入侵,513,0.0
入口,594,1.0
入场,83,1.0
入场券,193,1.0
入境,595,0.5
入学,85,1.0
入手,596,1.0
入选,597,0.0
入门,598,1.0
全,599,1.0
全世界,192,1.0
全体,600,1.0
全力,318,1.0
全力以赴,318,1.0
全国,192,1.0
全场,83,0.75
全家,29,1.0
全局,601,1.0
全年,396,1.0
全心全意,34,0.25
全文,602,1.0
全新,603,0.5
全方位,40,1.0
全球,192,1.0
全程,604,1.0
全能,73,1.0
全身,208,1.0
全部,8,0.75
全都,8,0.75
全长,481,0.75
全面,605,0.5
八,1,1.0
八卦,606,1.0
公,607,1.0
公主,608,1.0
公事,321,1.0
公交车,106,0.75
公仆,609,1.0
公众,305,1.0
公元,610,1.0
公共,183,1.0
公共场所,611,1.0
公共汽车,106,0.75
公关,612,1.0
公函,515,1.0
公务,613,0.25
公务员,378,1.0
公司,614,1.0
公告,615,1.0
公园,296,0.5
公墓,616,1.0
公安,356,1.0
公安局,356,1.0
公寓,247,1.0
公布,617,0.5
公平,385,1.0
公开,618,1.0
公开信,515,1.0
公式,619,0.75
公斤,363,1.0
公款,158,0.75
公正,385,1.0
公民,305,0.25
公然,297,0.25
公用,183,1.0
公益,288,1.0
公益性,183,1.0
公示,90,1.0
公积金,620,0.75
公立,85,1.0
公约,529,0.75
公职,114,0.5
公认,395,0.5
公证,104,0.25
公费,621,0.75
公路,357,0.75
公车,106,0.75
公道,385,1.0
公里,363,1.0
公顷,363,1.0
公鸡,409,1.0
六,1,1.0
共,12,1.0
共享,622,1.0
共同,20,1.0
共同体,623,1.0
共性,624,1.0
共有,12,1.0
共计,12,1.0
共识,337,0.75
共鸣,477,0.75
关,625,1.0
关上,626,1.0
关于,627,0.5
关头,15,1.0
关心,463,0.75
关怀,463,1.0
关掉,626,1.0
关机,435,0.25
关注,4,1.0
关照,463,1.0
关爱,463,0.75
关税,548,0.75
关系,370,1.0
关联,310,1.0
关节,208,1.0
关键,271,1.0
关闭,626,1.0
兴奋,130,1.0
兴奋剂,628,1.0
兴建,528,0.5
兴旺,629,0.75
兴致,188,0.0
兴起,630,0.5
兴趣,188,0.75
兴高采烈,505,0.25
兵,494,1.0
其,418,0.25
其中,218,1.0
其他,426,0.75
其余,8,0.75
其后,125,1.0
其实,59,0.25
其次,59,1.0
其间,631,0.75
具体,602,0.5
具备,365,1.0
具有,365,1.0
典型,217,0.75
典礼,280,1.0
典范,329,1.0
兹,632,1.0
养,633,0.0
养成,634,0.0
养殖,496,0.5
养活,555,0.75
养生,561,1.0
养老,620,1.0
养老金,620,1.0
养老院,620,1.0
兼,80,1.0
兼任,80,1.0
兼容,635,1.0
兼职,185,0.75
兼顾,635,0.25
内,290,0.5
内向,636,1.0
内在,637,0.5
内地,224,1.0
内外,638,1.0
内存,583,1.0
内容,639,1.0
内幕,158,0.25
内心,640,0.75
内涵,641,0.5
内科,220,1.0
内行,642,1.0
内衣,103,1.0
内部,638,1.0
内阁,537,1.0
内需,643,1.0
册,644,0.5
再,134,1.0
再三,302,1.0
再也,122,0.75
再度,13,1.0
再次,13,1.0
再现,97,1.0
再生,645,1.0
再见,30,0.75
再说,142,0.75
冒,646,0.0
冒充,89,0.5
冒昧,647,0.75
冒犯,648,0.25
